id_facture,montant_total,nb_relances,delai_paiement,client_id,nb_commandes_client,total_achats_client,moyenne_retard_client,type_client,statut_final_facture
5822,47359.23,2,56,97,26,129055.12,1.79,client,partielle
5823,72315.44,3,12,138,18,73348.02,2.36,client,payée
5824,74527.91,1,82,62,12,119724.41,1.0,client,payée
5825,21526.55,2,59,64,5,27895.21,1.29,client,partielle
5826,39315.53,1,86,217,17,70425.15,0.04,client,payée
5827,65543.7,1,62,202,21,110386.95,1.84,client,payée
5828,11716.18,0,9,24,23,97412.04,1.83,client,payée
5829,39346.32,2,46,297,1,4816.74,0.35,client,payée
5830,55805.95,1,34,417,13,39091.04,2.08,client,payée
5831,99641.33,4,13,418,10,20067.76,1.79,client,payée
5832,50080.69,1,45,443,3,17798.99,8.02,client,partielle
5833,82525.39,2,55,207,6,35478.82,0.85,client,payée
5834,46046.39,0,61,488,16,52091.1,6.46,client,partielle
5835,80657.12,0,77,344,28,242520.24,0.7,client,payée
5836,61564.41,2,65,335,1,3534.44,3.43,client,partielle
5837,89226.57,0,10,241,19,155068.81,6.67,client,payée
5838,44039.54,3,30,138,8,28177.31,4.66,client,partielle
5839,62408.92,1,78,261,9,38250.96,5.19,client,partielle
5840,64851.77,1,10,470,23,95659.16,1.16,client,payée
5841,44651.38,0,57,165,20,76734.18,8.78,client,partielle
5842,18709.64,0,65,374,23,221273.61,15.19,client,impayée
5843,13888.14,2,37,287,7,28753.84,0.84,client,payée
5844,6583.8,4,49,151,11,64676.89,10.96,client,impayée
5845,87985.76,0,44,255,23,181272.01,2.53,client,payée
5846,27465.12,1,28,11,8,36424.55,6.0,client,partielle
5847,25093.14,1,49,74,11,23029.66,3.53,client,partielle
5848,74923.36,2,42,374,14,113309.35,7.88,client,impayée
5849,35401.53,2,33,483,14,59811.63,0.23,client,payée
5850,53074.25,1,83,150,4,35941.82,1.96,client,partielle
5851,20438.55,3,12,233,20,118584.55,0.24,client,payée
5852,96175.84,0,68,384,9,62957.43,14.21,client,impayée
5853,85900.23,0,77,374,8,76861.44,0.93,client,payée
5854,87060.01,0,55,470,15,134395.29,2.76,client,payée
5855,43643.51,2,79,293,27,225209.93,5.13,client,impayée
5856,77424.32,1,10,27,20,124916.92,3.09,client,payée
5857,18668.23,1,51,1,6,20125.91,3.85,client,partielle
5858,5818.81,1,53,447,25,218209.2,1.14,client,payée
5859,6897.43,1,80,133,16,44025.22,0.35,client,payée
5860,60727.17,1,89,11,16,145594.71,1.49,client,partielle
5861,48262.52,3,36,225,29,235771.49,1.91,client,partielle
5862,54211.46,1,58,336,14,117986.96,2.69,client,payée
5863,5709.0,3,40,424,28,140492.11,1.75,client,partielle
5864,45155.23,1,23,478,15,40195.42,0.18,client,payée
5865,73216.48,1,41,28,22,171943.96,0.5,client,payée
5866,47055.9,1,21,285,27,265262.37,5.6,client,payée
5867,74560.82,0,84,144,21,186212.48,0.33,client,payée
5868,27136.8,1,20,385,12,104773.27,0.24,client,payée
5869,82248.49,1,62,319,23,162344.41,8.35,client,impayée
5870,60900.97,0,48,456,18,52742.55,0.21,client,payée
5871,25022.49,2,72,4,24,213749.08,0.36,client,payée
5872,27488.45,1,53,51,11,41539.38,3.99,client,partielle
5873,64662.89,2,55,100,7,28811.78,2.92,client,partielle
5874,83844.26,3,9,382,6,48281.18,16.68,client,impayée
5875,44484.64,2,62,189,3,23205.75,13.81,client,impayée
5876,29538.54,1,50,82,9,23224.51,5.4,client,partielle
5877,87366.1,0,59,211,15,60235.08,0.37,client,payée
5878,68580.49,2,77,356,2,17082.97,3.5,client,partielle
5879,47568.12,2,21,329,4,38386.66,0.23,client,payée
5880,51350.52,0,16,282,2,8260.98,11.93,client,impayée
5881,24404.36,3,28,130,6,48511.21,5.39,client,partielle
5882,64546.25,0,60,451,12,72541.01,4.27,client,partielle
5883,39080.54,1,59,220,7,35283.43,2.79,client,partielle
5884,99586.29,0,80,45,9,82664.44,3.56,client,partielle
5885,50617.43,3,83,316,6,38313.77,2.56,client,partielle
5886,51159.13,0,20,404,22,165749.87,0.52,client,payée
5887,58755.92,4,86,19,5,33697.82,5.41,client,impayée
5888,92091.82,0,26,211,26,185864.8,28.15,client,impayée
5889,81077.72,0,48,105,27,165733.02,0.6,client,payée
5890,47857.36,2,47,293,28,175491.04,25.73,client,impayée
5891,73276.43,1,83,143,26,229251.29,11.49,client,impayée
5892,60692.37,1,25,123,4,17685.07,11.23,client,impayée
5893,51774.87,1,12,489,10,78910.25,8.9,client,partielle
5894,23270.0,4,53,198,27,112012.28,12.86,client,impayée
5895,49073.95,0,10,362,20,51316.77,1.41,client,payée
5896,28352.77,4,85,248,4,36903.57,2.87,client,impayée
5897,91910.0,1,51,321,5,26426.46,3.27,client,partielle
5898,36863.65,0,40,269,17,126913.26,0.35,client,payée
5899,95465.08,0,27,56,18,145135.7,19.8,client,impayée
5900,55640.25,0,35,369,3,25128.24,5.85,client,partielle
5901,64996.72,1,79,110,23,87643.4,3.0,client,partielle
5902,56579.34,2,66,185,13,94190.03,24.31,client,impayée
5903,17291.16,1,88,3,29,234376.62,1.59,client,partielle
5904,40703.02,1,85,301,1,2958.29,2.06,client,partielle
5905,14418.88,2,61,249,19,59478.28,1.06,client,payée
5906,64180.63,0,74,328,23,112957.72,1.03,client,payée
5907,47453.05,0,69,215,22,97093.91,1.04,client,payée
5908,78908.57,2,41,156,2,16755.75,4.72,client,partielle
5909,25944.7,1,72,289,4,28566.36,1.74,client,partielle
5910,20633.78,3,79,375,16,95740.62,15.15,client,impayée
5911,43601.56,1,21,354,16,45619.91,8.48,client,partielle
5912,93025.61,1,11,98,17,49309.14,0.88,client,payée
5913,72490.07,3,56,281,28,171811.46,8.98,client,impayée
5914,44797.74,2,39,318,21,190323.3,2.12,client,payée
5915,54140.86,4,6,361,12,98407.03,1.29,client,payée
5916,13000.24,3,44,380,2,18105.1,7.62,client,impayée
5917,98534.71,2,41,321,24,156508.22,9.72,client,impayée
5918,68308.69,0,61,235,10,37710.13,16.15,client,impayée
5919,32113.39,1,14,71,6,13526.75,2.73,client,payée
5920,60651.8,4,80,117,12,114266.32,4.13,client,impayée
5921,15400.82,2,85,422,12,69621.86,4.77,client,impayée
5922,96754.48,2,50,156,17,150826.36,4.94,client,partielle
5923,21604.57,2,9,337,18,141549.28,2.57,client,payée
5924,66562.88,2,9,358,4,34629.34,0.83,client,payée
5925,28318.17,1,31,379,3,11055.68,0.37,client,payée
5926,73168.33,1,9,112,25,185888.52,11.82,client,impayée
5927,78798.03,1,65,30,17,132286.65,2.28,client,payée
5928,68974.87,1,12,129,23,147681.6,1.0,client,payée
5929,63377.45,6,35,476,9,78136.57,20.54,client,impayée
5930,89784.56,1,25,100,25,247641.4,8.12,client,partielle
5931,12469.54,3,25,402,22,45854.66,19.86,client,impayée
5932,36436.9,0,55,386,12,67679.54,1.63,client,payée
5933,28587.31,0,83,97,29,232904.34,3.11,client,partielle
5934,98861.33,2,63,327,7,54636.71,8.27,client,impayée
5935,41992.03,1,6,112,16,91884.38,4.01,client,payée
5936,74598.21,3,34,237,8,69897.93,2.19,client,partielle
5937,70048.89,0,62,59,3,22201.09,0.86,client,payée
5938,25147.72,0,85,434,21,134124.23,4.13,client,partielle
5939,27704.78,1,24,487,13,54380.23,4.56,client,payée
5940,31722.03,0,44,274,20,98774.98,6.38,client,partielle
5941,44057.09,4,33,263,9,89211.97,7.82,client,impayée
5942,27260.88,2,9,189,9,83240.75,0.63,client,payée
5943,6866.89,3,14,382,4,30260.71,4.94,client,partielle
5944,88542.34,1,87,196,28,248395.11,7.6,client,impayée
5945,96732.93,3,65,121,14,43229.67,2.46,client,partielle
5946,37449.19,1,5,145,18,74530.99,1.61,client,payée
5947,37158.15,1,51,83,1,9081.25,3.27,client,partielle
5948,5673.72,0,61,197,19,109571.04,1.86,client,payée
5949,69623.82,2,18,359,2,13455.06,3.57,client,payée
5950,83416.79,5,29,183,5,45346.62,1.84,client,partielle
5951,18927.79,2,25,230,22,115105.59,2.75,client,payée
5952,20168.3,3,20,485,14,81962.74,12.33,client,impayée
5953,80057.91,3,78,13,9,26076.7,12.42,client,impayée
5954,63547.62,0,36,460,20,198626.1,24.25,client,impayée
5955,9261.75,2,49,101,20,195739.99,3.33,client,partielle
5956,64141.96,3,68,452,15,65584.51,0.92,client,partielle
5957,34347.18,2,88,217,20,176396.27,10.99,client,impayée
5958,40028.89,1,77,479,1,7896.54,4.54,client,partielle
5959,78124.48,1,64,296,19,60281.33,6.89,client,partielle
5960,82038.84,2,23,143,4,8764.57,0.89,client,payée
5961,43033.88,0,51,28,14,29576.3,1.93,client,payée
5962,94979.53,1,68,441,1,2525.78,1.61,client,partielle
5963,43613.96,0,34,192,5,35095.67,4.1,client,payée
5964,78324.42,0,51,247,10,59373.61,29.35,client,impayée
5965,50968.34,2,37,203,9,89766.4,4.74,client,partielle
5966,90265.57,3,86,221,17,72969.12,4.25,client,impayée
5967,91237.32,4,25,123,14,109278.37,7.12,client,impayée
5968,13304.6,3,67,133,28,142710.82,1.99,client,partielle
5969,93966.87,0,46,318,7,19505.93,1.46,client,payée
5970,83425.81,2,65,235,18,162308.96,9.1,client,impayée
5971,80174.52,2,47,170,10,52000.16,16.16,client,impayée
5972,24086.58,3,72,322,28,261390.1,2.74,client,partielle
5973,81486.32,1,30,20,27,256376.32,0.21,client,payée
5974,85762.61,1,37,86,25,214028.91,0.99,client,payée
5975,32469.28,1,37,424,4,8885.72,9.72,client,impayée
5976,95464.71,1,53,411,14,136194.95,0.65,client,payée
5977,9736.71,2,88,405,3,8979.95,7.2,client,impayée
5978,19241.38,2,45,121,28,264613.29,4.84,client,partielle
5979,56070.21,1,76,276,29,198718.16,6.49,client,impayée
5980,59700.28,2,40,288,27,135531.37,1.48,client,payée
5981,66289.26,1,76,182,23,178721.9,0.09,client,payée
5982,6612.07,1,26,36,22,133207.53,0.2,client,payée
5983,96234.84,1,51,442,11,91914.31,6.45,client,partielle
5984,9235.87,0,87,112,10,61101.94,4.75,client,partielle
5985,18590.89,1,24,366,8,39610.18,9.18,client,partielle
5986,6331.38,1,28,67,9,43980.61,2.55,client,payée
5987,58851.55,3,47,200,28,135320.39,4.05,client,partielle
5988,93565.35,1,77,30,23,133013.23,7.65,client,impayée
5989,68264.98,2,20,196,6,17285.96,3.43,client,payée
5990,83152.46,1,31,135,14,102111.09,25.06,client,impayée
5991,6261.71,0,49,122,28,132467.67,6.79,client,partielle
5992,56491.45,0,41,152,24,155816.19,5.75,client,partielle
5993,48658.48,2,17,265,9,55909.27,8.09,client,partielle
5994,52401.95,1,55,290,14,123998.34,7.51,client,partielle
5995,11860.25,1,6,483,8,71148.23,1.24,client,payée
5996,70021.36,1,80,201,6,59480.72,1.18,client,partielle
5997,52805.94,1,63,55,24,94382.63,4.66,client,partielle
5998,77689.14,0,18,359,25,56891.5,2.86,client,payée
5999,51102.61,1,53,116,6,32395.47,10.26,client,impayée
6000,19191.26,3,34,79,22,201807.95,1.71,client,payée
6001,66584.41,1,13,369,2,13604.02,2.01,client,payée
6002,21376.7,3,83,12,25,124704.94,0.91,client,partielle
6003,87877.48,1,28,58,24,196247.68,20.02,client,impayée
6004,63246.04,3,45,443,5,38493.81,0.62,client,payée
6005,19934.37,0,64,68,26,200421.43,20.34,client,impayée
6006,96422.12,1,36,273,3,18350.0,6.13,client,partielle
6007,54244.72,1,51,201,25,156096.17,0.47,client,payée
6008,11925.35,1,25,223,11,70912.41,0.82,client,payée
6009,64549.13,2,46,414,26,166946.09,1.98,client,payée
6010,29053.9,0,74,245,29,105865.27,1.51,client,payée
6011,81350.88,0,6,447,7,27764.0,18.08,client,impayée
6012,82693.1,0,35,446,29,144773.79,4.75,client,payée
6013,98000.0,1,60,446,9,79593.71,0.39,client,payée
6014,52677.61,1,34,230,13,74088.83,3.73,client,payée
6015,48220.9,2,67,18,16,150568.85,11.37,client,impayée
6016,76580.18,4,19,405,23,191982.77,2.69,client,partielle
6017,17584.71,3,22,209,12,106704.33,5.49,client,partielle
6018,56956.97,1,36,163,8,24585.48,7.42,client,partielle
6019,56893.52,0,18,401,14,44664.09,1.02,client,payée
6020,13499.95,1,66,465,26,101218.27,9.67,client,impayée
6021,44708.49,4,86,89,14,102213.55,2.98,client,impayée
6022,86062.06,0,56,182,5,29051.48,0.29,client,payée
6023,86334.59,0,26,461,26,87321.18,10.56,client,partielle
6024,14427.58,1,18,152,10,79662.61,4.15,client,payée
6025,13618.48,0,82,15,22,135075.69,1.11,client,payée
6026,29956.07,2,38,341,28,219743.24,1.91,client,payée
6027,88102.78,4,84,252,24,222618.71,4.21,client,impayée
6028,17245.75,4,60,76,14,130451.76,2.34,client,partielle
6029,73399.7,1,57,14,23,101405.64,1.33,client,payée
6030,14610.73,4,53,175,17,55560.74,3.26,client,partielle
6031,64198.1,0,67,366,26,142235.88,1.02,client,payée
6032,38826.39,2,20,92,4,10684.18,1.41,client,payée
6033,79946.83,2,84,217,29,68200.94,8.76,client,impayée
6034,27200.59,3,44,92,24,235798.03,1.3,client,partielle
6035,65724.17,1,42,287,15,146618.92,5.94,client,partielle
6036,27389.84,2,22,100,11,52956.68,1.44,client,payée
6037,72797.73,4,27,464,9,77077.75,1.19,client,partielle
6038,87999.41,1,52,58,15,56811.08,1.45,client,payée
6039,17046.17,2,86,168,22,117443.45,3.16,client,partielle
6040,87326.59,0,50,446,27,210913.2,0.79,client,payée
6041,61389.65,3,26,182,20,128086.86,0.56,client,payée
6042,17075.5,2,58,188,2,17137.89,7.07,client,impayée
6043,45616.48,1,44,349,28,275528.74,0.12,client,payée
6044,20281.73,2,34,395,25,51803.53,2.43,client,payée
6045,71533.05,4,59,154,1,9396.16,2.52,client,impayée
6046,77092.47,1,60,283,21,111459.14,11.18,client,impayée
6047,15050.67,0,46,286,24,126326.24,7.45,client,partielle
6048,53083.29,0,46,309,20,40105.51,3.57,client,payée
6049,82389.38,1,66,293,17,147471.61,3.27,client,partielle
6050,93935.49,1,86,259,4,32287.64,4.17,client,partielle
6051,53784.2,1,57,244,5,45760.42,2.21,client,payée
6052,95276.53,1,86,74,5,16694.44,6.03,client,impayée
6053,55890.45,0,57,352,28,104185.22,5.79,client,partielle
6054,42448.1,1,68,69,14,61995.43,4.27,client,partielle
6055,85579.3,2,5,137,1,6241.65,0.3,client,payée
6056,51833.36,1,83,154,2,9521.86,0.68,client,partielle
6057,49830.74,2,73,419,22,96751.87,0.2,client,payée
6058,51579.69,1,31,325,10,34615.52,6.34,client,partielle
6059,85444.58,3,21,336,5,16368.04,3.25,client,partielle
6060,84034.45,1,67,461,9,52051.66,15.5,client,impayée
6061,43334.4,0,45,222,13,72373.6,15.22,client,impayée
6062,36663.49,2,62,139,23,190464.16,8.0,client,impayée
6063,51733.16,2,61,121,29,249128.01,2.93,client,partielle
6064,59413.39,1,42,414,21,159703.15,1.9,client,payée
6065,27642.04,2,70,369,13,112445.12,1.12,client,partielle
6066,80425.73,3,49,405,28,80382.83,1.32,client,partielle
6067,51215.86,2,27,260,28,158538.17,23.19,client,impayée
6068,36734.33,2,24,145,9,38624.63,3.78,client,payée
6069,15147.99,2,40,481,14,56201.3,0.06,client,payée
6070,27690.29,1,46,444,17,130926.52,0.23,client,payée
6071,95181.71,0,26,159,3,25949.49,3.07,client,payée
6072,33984.47,1,64,6,18,52522.17,2.93,client,partielle
6073,21041.63,2,15,225,12,35913.54,2.6,client,payée
6074,48763.92,2,32,116,23,163650.23,8.68,client,impayée
6075,34173.34,0,49,39,9,28389.53,6.07,client,partielle
6076,8340.13,2,26,107,16,130353.24,0.57,client,payée
6077,35698.8,2,85,118,13,112184.29,2.25,client,partielle
6078,56690.32,3,67,42,28,173117.06,4.54,client,impayée
6079,57412.68,2,35,306,18,166809.97,2.41,client,payée
6080,38873.1,2,15,27,12,25953.68,1.17,client,payée
6081,47493.76,0,40,217,22,83848.25,4.95,client,payée
6082,96724.2,2,82,106,2,16367.03,4.61,client,impayée
6083,40848.11,2,39,83,19,183509.68,18.37,client,impayée
6084,29531.55,0,27,386,1,9684.64,4.12,client,payée
6085,28129.37,2,33,321,6,12019.11,10.37,client,impayée
6086,48487.64,2,27,270,18,126988.34,14.9,client,impayée
6087,77154.41,0,20,108,3,6655.9,2.85,client,payée
6088,24568.88,2,88,15,22,167257.34,0.27,client,partielle
6089,72383.13,0,23,435,6,48866.0,0.77,client,payée
6090,7009.23,1,67,150,4,35445.21,3.51,client,partielle
6091,44798.63,1,54,314,17,106004.3,11.17,client,impayée
6092,78707.18,2,89,337,23,202420.68,5.31,client,impayée
6093,37179.63,3,77,190,18,169033.45,1.12,client,partielle
6094,58555.02,2,47,434,22,137848.28,6.04,client,partielle
6095,24473.03,3,23,169,7,43350.45,11.23,client,impayée
6096,75489.56,0,89,288,2,12093.71,0.15,client,payée
6097,9966.51,2,22,161,15,90556.36,1.39,client,payée
6098,85991.55,1,10,449,22,180318.01,0.83,client,payée
6099,23828.66,0,39,297,17,43156.87,7.66,client,partielle
6100,88067.81,2,18,83,6,33719.55,11.1,client,impayée
6101,38490.28,2,68,102,8,49535.14,4.04,client,partielle
6102,73654.94,3,13,380,8,29725.17,9.43,client,impayée
6103,35326.4,1,39,115,7,44311.46,5.35,client,partielle
6104,91061.61,1,6,242,4,22581.12,5.35,client,payée
6105,17030.53,1,10,59,20,158013.19,4.33,client,payée
6106,21959.38,2,29,99,5,24131.77,0.26,client,payée
6107,51837.86,1,77,442,8,76785.48,13.82,client,impayée
6108,12784.15,1,54,388,14,74337.8,2.2,client,payée
6109,23618.12,0,11,75,20,140942.79,8.11,client,partielle
6110,94657.81,1,67,241,25,94335.92,8.3,client,impayée
6111,97766.52,2,32,3,3,22527.77,16.87,client,impayée
6112,40744.64,1,6,375,25,152770.6,1.98,client,payée
6113,92712.17,3,69,66,18,85282.03,29.76,client,impayée
6114,56758.34,1,63,292,22,105232.25,1.79,client,payée
6115,30625.53,3,28,151,15,75054.53,3.0,client,partielle
6116,71727.88,2,66,395,21,115492.17,6.13,client,impayée
6117,67595.67,0,75,163,5,19905.95,0.84,client,payée
6118,98966.91,2,42,247,15,63288.13,1.55,client,payée
6119,30179.49,0,66,250,27,261006.37,6.51,client,partielle
6120,68845.65,2,69,285,6,26460.56,18.32,client,impayée
6121,9942.26,5,55,317,10,70152.65,6.6,client,impayée
6122,15796.37,1,56,190,23,109542.63,9.91,client,impayée
6123,5372.25,1,78,7,20,169734.33,0.19,client,payée
6124,99948.76,1,67,19,15,113513.53,4.3,client,partielle
6125,81216.0,0,15,326,20,92516.37,12.27,client,impayée
6126,79738.69,0,52,89,28,216523.75,5.73,client,partielle
6127,53423.98,3,58,208,9,72485.59,5.64,client,impayée
6128,33506.37,1,54,379,4,12425.33,1.13,client,payée
6129,19370.11,0,78,318,8,53001.37,9.87,client,impayée
6130,32044.1,0,42,279,26,220013.94,10.01,client,partielle
6131,40717.27,3,12,309,13,31236.29,4.76,client,partielle
6132,76849.46,0,10,395,17,103069.83,2.78,client,payée
6133,56267.87,2,72,353,4,34874.72,8.69,client,impayée
6134,12360.94,4,73,72,2,19244.2,3.13,client,impayée
6135,6712.76,0,10,484,27,195692.79,8.65,client,partielle
6136,14721.56,0,36,370,26,120183.54,3.32,client,payée
6137,43997.38,1,42,217,5,34193.76,4.34,client,partielle
6138,93653.33,4,61,35,2,4437.81,6.89,client,impayée
6139,65553.24,2,88,397,16,90350.3,1.54,client,partielle
6140,81173.46,1,68,454,23,179828.24,1.42,client,payée
6141,49305.59,5,58,483,26,59531.08,5.51,client,impayée
6142,39358.28,0,18,110,23,156994.96,15.39,client,impayée
6143,15298.04,1,68,317,15,100598.65,2.95,client,partielle
6144,88213.64,3,54,167,25,87934.48,11.42,client,impayée
6145,79400.2,0,51,498,29,190059.67,3.65,client,payée
6146,20971.22,1,58,68,4,21102.41,18.24,client,impayée
6147,53664.75,2,23,237,15,87459.48,7.85,client,partielle
6148,51300.61,3,79,427,5,23016.26,9.81,client,impayée
6149,64383.7,1,43,384,3,25448.27,5.69,client,partielle
6150,94887.75,3,69,426,14,68953.1,10.14,client,impayée
6151,60078.29,0,87,272,7,58285.36,4.49,client,partielle
6152,56320.64,1,64,377,15,39188.77,4.19,client,partielle
6153,9780.68,2,37,267,5,21143.15,10.35,client,impayée
6154,10976.21,0,36,88,9,46992.24,0.08,client,payée
6155,22797.95,2,40,206,28,146625.83,3.26,client,partielle
6156,8084.72,2,28,360,13,71894.65,10.2,client,impayée
6157,75618.53,0,47,63,7,50533.82,1.09,client,payée
6158,73716.38,3,75,456,4,26369.75,15.85,client,impayée
6159,17925.34,1,75,375,7,43178.67,6.75,client,impayée
6160,84427.5,2,50,478,1,8701.38,7.19,client,impayée
6161,19704.67,2,51,287,15,53540.03,5.48,client,partielle
6162,33611.68,1,73,454,15,133228.66,2.97,client,partielle
6163,28652.81,1,18,280,18,152845.93,3.09,client,payée
6164,40369.17,0,49,183,15,53483.34,9.14,client,partielle
6165,29193.06,0,56,385,3,20977.52,0.75,client,payée
6166,51450.34,2,54,422,5,18931.1,3.69,client,partielle
6167,43703.75,1,69,440,28,267191.82,1.85,client,payée
6168,98724.1,1,81,174,5,29717.98,20.78,client,impayée
6169,10313.0,0,68,469,16,58076.47,0.02,client,payée
6170,18507.23,0,27,134,23,163044.2,0.33,client,payée
6171,10018.46,2,88,335,25,191441.8,17.12,client,impayée
6172,64454.91,1,75,416,10,68397.57,3.92,client,partielle
6173,10178.38,0,74,338,25,98337.39,0.75,client,payée
6174,84461.78,3,63,367,22,173397.74,2.98,client,partielle
6175,53634.17,1,77,352,23,217039.55,1.95,client,partielle
6176,55065.72,1,78,140,28,269278.2,12.11,client,impayée
6177,58351.48,0,58,459,13,96665.89,5.82,client,partielle
6178,21227.3,2,75,34,15,130829.43,0.7,client,partielle
6179,23780.58,1,30,66,8,78632.44,3.84,client,payée
6180,35287.65,1,48,172,20,46940.93,0.72,client,payée
6181,61382.16,1,80,342,7,40711.47,5.47,client,partielle
6182,24961.19,2,17,21,14,60637.7,6.5,client,partielle
6183,16051.51,3,58,198,6,34789.78,4.13,client,partielle
6184,97161.1,1,44,6,8,74682.74,16.9,client,impayée
6185,7088.27,2,8,268,15,148006.34,14.44,client,impayée
6186,81256.25,0,57,132,17,157069.72,1.15,client,payée
6187,79863.34,2,5,7,5,17884.7,0.0,client,payée
6188,33235.34,2,10,76,12,101074.97,5.43,client,partielle
6189,17884.53,0,59,222,13,111036.29,3.23,client,payée
6190,18834.72,2,70,329,3,19905.1,2.04,client,partielle
6191,71256.0,0,22,7,25,192978.41,12.44,client,impayée
6192,66066.63,1,33,240,25,231071.47,19.2,client,impayée
6193,79360.84,2,57,47,19,189112.97,13.34,client,impayée
6194,94060.71,3,37,278,26,60334.49,3.47,client,partielle
6195,70733.1,1,7,155,28,113604.5,6.08,client,payée
6196,19805.9,0,24,252,15,142149.13,0.94,client,payée
6197,28127.05,1,8,227,18,83397.5,15.07,client,impayée
6198,85008.4,1,86,38,21,59890.18,1.67,client,partielle
6199,24884.08,2,12,88,20,90122.57,1.07,client,payée
6200,11889.62,2,87,270,7,43035.76,0.31,client,partielle
6201,71811.61,2,32,168,28,142484.44,4.0,client,partielle
6202,43240.0,2,70,356,14,116289.95,14.83,client,impayée
6203,92403.8,3,77,205,24,165318.85,0.73,client,partielle
6204,66774.23,2,30,101,20,109584.73,0.64,client,payée
6205,13589.8,1,38,116,19,189583.71,1.59,client,payée
6206,95046.37,4,75,50,25,227187.77,5.47,client,impayée
6207,29562.94,2,53,459,24,213553.26,3.97,client,partielle
6208,37035.19,1,53,32,11,71918.29,0.51,client,payée
6209,43214.74,2,77,325,27,222463.87,2.92,client,partielle
6210,9866.31,2,31,209,7,32809.59,0.35,client,payée
6211,52168.97,2,69,194,11,51026.85,9.55,client,impayée
6212,16715.26,2,37,480,8,73091.4,0.57,client,payée
6213,43092.18,3,76,87,24,162592.0,3.19,client,partielle
6214,38317.43,1,53,261,10,47486.94,3.57,client,partielle
6215,78419.81,3,67,122,24,210302.0,3.78,client,partielle
6216,81301.2,3,36,296,11,60944.75,4.7,client,partielle
6217,19574.22,3,23,166,1,5199.81,6.05,client,impayée
6218,39822.36,2,54,456,20,44187.36,0.02,client,payée
6219,40468.55,2,26,475,10,74320.2,0.16,client,payée
6220,19383.99,1,71,254,7,43827.98,4.73,client,partielle
6221,80853.08,1,13,190,22,98881.93,1.01,client,payée
6222,72186.69,3,39,258,3,9343.23,8.91,client,impayée
6223,23086.27,1,75,296,19,65727.17,4.94,client,partielle
6224,39838.58,1,83,71,28,106369.09,19.66,client,impayée
6225,15051.48,0,8,232,4,35686.51,6.51,client,payée
6226,64679.63,3,41,434,26,151972.3,0.48,client,payée
6227,16530.33,4,32,406,6,45383.86,0.94,client,partielle
6228,98663.75,2,13,391,1,5690.55,0.24,client,payée
6229,79164.8,3,39,381,26,150535.98,6.76,client,impayée
6230,42072.66,0,29,495,4,34308.73,0.68,client,payée
6231,59963.57,2,13,73,25,204231.35,5.45,client,partielle
6232,91577.47,1,65,238,7,26999.74,4.05,client,partielle
6233,57639.43,2,56,251,11,77063.34,5.02,client,partielle
6234,21577.36,2,21,365,6,44649.03,3.55,client,payée
6235,40976.82,3,80,419,27,141437.54,0.07,client,partielle
6236,85098.76,0,13,358,5,12733.27,1.46,client,payée
6237,66200.24,1,58,24,12,59654.86,10.81,client,impayée
6238,66818.82,1,9,164,29,141126.81,13.24,client,impayée
6239,87348.04,1,67,309,2,15050.07,0.51,client,payée
6240,89927.44,3,51,210,18,152570.57,15.25,client,impayée
6241,92380.29,1,23,107,22,113698.77,5.55,client,partielle
6242,14010.67,0,70,410,9,64491.57,12.79,client,impayée
6243,56691.97,4,49,231,14,99997.47,2.56,client,partielle
6244,75348.4,3,75,463,12,86222.89,0.54,client,partielle
6245,76908.05,1,77,312,9,57910.25,1.8,client,partielle
6246,62638.04,1,37,342,1,7033.73,5.85,client,partielle
6247,20844.8,1,84,89,7,62590.5,7.93,client,impayée
6248,80754.95,2,47,43,7,65622.42,0.26,client,payée
6249,73410.58,1,76,499,10,27343.95,3.34,client,partielle
6250,13182.9,2,30,89,2,4188.04,0.33,client,payée
6251,49061.93,1,49,297,28,172237.14,9.96,client,impayée
6252,21527.85,1,39,89,26,137864.97,3.23,client,payée
6253,37060.32,1,85,422,4,22437.42,12.32,client,impayée
6254,6717.7,6,57,473,29,164373.21,0.41,client,partielle
6255,43031.34,2,14,263,8,73292.07,2.01,client,payée
6256,57238.31,0,45,296,22,156046.36,5.64,client,partielle
6257,63860.35,1,21,248,27,149545.46,1.74,client,payée
6258,68031.58,1,75,364,14,78935.66,9.21,client,impayée
6259,84447.67,5,70,408,13,113828.27,21.65,client,impayée
6260,25468.98,1,15,83,16,59783.2,1.65,client,payée
6261,16445.77,1,67,150,7,14825.8,2.24,client,partielle
6262,85896.03,3,71,302,10,58253.39,17.11,client,impayée
6263,19878.22,2,50,23,11,106521.44,2.22,client,partielle
6264,97602.21,5,24,84,11,93664.74,4.06,client,partielle
6265,85041.13,1,17,340,6,31602.97,7.33,client,partielle
6266,52583.28,0,21,135,25,85019.82,2.88,client,payée
6267,98235.04,3,36,418,27,177149.21,2.33,client,partielle
6268,14250.79,2,89,395,12,108451.64,3.42,client,partielle
6269,33791.25,2,20,427,10,77381.89,7.56,client,partielle
6270,65631.32,1,27,328,26,164361.65,1.87,client,payée
6271,38250.65,3,15,358,9,70911.11,2.16,client,payée
6272,93195.39,1,18,395,22,213779.22,1.05,client,payée
6273,11234.48,0,71,299,6,38529.29,6.05,client,partielle
6274,57194.12,1,75,281,9,57985.05,11.49,client,impayée
6275,61132.3,2,49,31,26,151549.49,1.03,client,payée
6276,67009.17,1,79,229,25,163322.6,0.18,client,payée
